code,name,type,icb_name,easting,northing,nhs_private,avg_deprivation
V08355,Crankhall Lane Dental Practice,Dental service,Black Country,400405,294794,D,1.6858898926020123
V13436,Russell Medical Centre,Dental service,Black Country,398766,294869,D,2.2416201709751773
V08331,Dental Surgery,Dental service,Black Country,398649,294982,D,2.226017402236648
V08157,Dental Practice,Dental service,Black Country,398670,295061,D,2.200716724356444
V10167,Darlaston Health Centre,Dental service,Black Country,397636,296480,D,1.858184893391326
V08335,Dental Surgery,Dental service,Black Country,398851,295055,D,2.1952161464102398
V06952,Walsall Road Dental Surgery,Dental service,Black Country,397791,296551,D,1.8544294547854832
V06934,Bhandal Dental Surgery,Dental service,Black Country,397996,296680,D,1.8701394360783992
V06956,Dental Surgery,Dental service,Black Country,399197,300851,D,1.820095616203493
V06960,Dental Surgery,Dental service,Black Country,400254,297173,D,1.6386943914541894
V28587,Manor Hospital,Dental service,Black Country,400152,298264,D,1.3520094812353327
V06984,Dental Surgery,Dental service,Black Country,401084,301365,D,1.0522450386356283
V82849,Ortho Keep Smiling Ltd,Dental service,Black Country,401526,300542,P,1.506998510417465
V06978,Ashleigh Dental Practice,Dental service,Black Country,400391,301260,D,1.0775395984427627
V06968,First Dental,Dental service,Black Country,399908,301714,D,1.2461453409508534
V10168,Pinfold Health Centre,Dental service,Black Country,400184,301687,D,1.2780045834374545
V06966,Dental Surgery,Dental service,Black Country,399831,301865,D,2.574656444547277
V06979,Dental Surgery,Dental service,Black Country,402362,303641,D,5.148340605427522
V235915,Dental Surgery,Dental service,Black Country,402362,303641,D,5.148340605427522
V06957,Dental Surgery,Dental service,Black Country,402725,301182,D,3.083810085681288
V83025,Ws4 Dental Care,Dental service,Black Country,401900,299282,P,2.0949091637278903
V08326,Dental Surgery,Dental service,Black Country,402635,295916,D,4.014853332880045
V11677,24 High Street (Dental Practice),Dental service,Black Country,404571,305526,D,3.0841734067782003
V06941,Dental Surgery,Dental service,Black Country,404848,305280,D,3.0339817971189897
V10225,Park View Centre,Dental service,Black Country,404503,305780,D,3.2502647545345384
V13616,Dental Surgery,Dental service,Black Country,404305,305590,D,3.1429765212707585
V06988,Aldridge Dental Practice,Dental service,Black Country,405435,300524,D,6.038849434414407
V12974,Rodericks Dental Ltd,Dental service,Black Country,405707,300805,D,6.555317535096481
V06964,Dental Surgery,Dental service,Black Country,405682,300585,D,6.6359653470075415
V06959,Dental Surgery,Dental service,Black Country,405562,300705,D,6.327152459785128
V83558,Kkhh Ltd T/A Walsall Wood Dentistry,Dental service,Black Country,404988,303565,P,4.961806141259315
V06351,Dental Surgery,Dental service,Black Country,391503,298549,D,1.6803688369756815
V28182,Oasis Dental Care,Dental service,Black Country,391289,298543,D,1.7811202610156773
V06355,Victoria Street (Dental Surgery),Dental service,Black Country,391252,298447,D,1.6883319840829354
V06391,Parkside Dental Surgery,Dental service,Black Country,390765,298776,D,1.976814881266593
V14137,Mobile Dental Unit,Dental service,Black Country,390532,298892,D,2.040862107152431
V83444,Parkdale Dental & Implant Clinic,Dental service,Black Country,390009,299124,P,2.6073032162602727
V06354,Aesthetics Dental and Implant,Dental service,Black Country,391301,302363,D,3.1868412136540014
V06358,Dental Health Stop,Dental service,Black Country,391301,302363,D,3.1868412136540014
V06392,Dental Health Stop (Three Tuns Parade),Dental service,Black Country,391348,302552,D,3.3555725558924667
V06350,Dental Surgery,Dental service,Black Country,392925,301562,D,2.4258606023164337
V06393,Cannock Road Dental Practice,Dental service,Black Country,393370,301622,D,3.141847744646256
V09985,Wolverhampton P C T,Dental service,Black Country,393240,301643,D,2.81747998711948
V09371,Raynor Road (Dental Surgery),Dental service,Black Country,392889,300901,D,2.6463858685987525
V06405,Dental Surgery,Dental service,Black Country,394780,300623,D,3.4651250141416647
V09986,Health Centre,Dental service,Black Country,394628,300189,D,2.9847195582720185
V06441,Blue Cross Dental Surgery,Dental service,Black Country,395925,301849,D,3.6370349381683145
V09983,Ashmore Park Clinic,Dental service,Black Country,396182,301765,D,4.401205991237442
V06359,Dene Hollow Dental Surgery,Dental service,Black Country,394704,300297,D,3.3483473438764766
V01522,Dental Surgery,Dental service,Black Country,397591,301667,D,3.6577223589635053
V06976,Dental Surgery,Dental service,Black Country,398041,301093,D,3.2484280229094713
V06954,Dental Surgery,Dental service,Black Country,396049,298364,D,2.5071204027822462
V06990,Dental Surgery,Dental service,Black Country,396049,298364,D,2.011330950309077
V14580,Church Street Dental Practice,Dental service,Black Country,395047,296523,D,1.5741436173253398
V205448,Church Street Dental Surgery,Dental service,Black Country,394806,296368,D,1.635283990910361
V06346,Dental Surgery,Dental service,Black Country,394987,296616,D,1.6257212759303459
V06409,Bilston Health Centre,Dental service,Black Country,394867,296739,D,1.7142577477699499
DAC_368,Dental Access Centre,Dental Access Centre,Black Country,394867,296739,DAC,NA
V06452,Bilston Dental Practice,Dental service,Black Country,393783,297080,D,1.7009888812194554
V06352,Dental Surgery,Dental service,Black Country,393320,294836,D,3.679798551332845
V03361,Roseville Dental,Dental service,Black Country,394122,293619,D,3.8404826442462716
V06442,Dental Surgery,Dental service,Black Country,391620,297154,D,2.4108528301432632
V06395,Goldthorn Hill (Dental Surgery),Dental service,Black Country,391145,296680,D,3.5346870292190675
V06365,Dental Surgery,Dental service,Black Country,390738,297356,D,2.511680423978002
V06407,Pennfields Health Centre,Dental service,Black Country,390801,297825,D,1.9096143470892621
V06402,Dental Surgery,Dental service,Black Country,390356,296995,D,3.811492845419563
V06399,Dental Surgery,Dental service,Black Country,389800,296793,D,4.828441831710359
V06366,Brij Dhody Dental Practice,Dental service,Black Country,388330,297114,D,5.098416242054132
V06357,Colosseum Dental (Wolverhampton),Dental service,Black Country,388330,297114,D,5.098416242054132
V06360,C J Gibson Dental Surgeon,Dental service,Black Country,390455,298718,D,2.062211932198343
V82928,Halfway House Dental,Dental service,Black Country,389966,299078,P,2.7138495474309927
V83360,Larcholme Dental Practice,Dental service,Black Country,390149,298931,P,2.4576738108631107
V06394,Dental Surgery,Dental service,Black Country,389440,295808,D,6.532079109629845
DAC_384,The Phoenix Centre,Dental Access Centre,Black Country,391879,296629,D,NA
V06390,Dental Surgery,Dental service,Black Country,392193,295303,D,4.32347797800937
V06403,Mark Webb Dental Practice,Dental service,Black Country,389739,299420,D,3.026254208170907
V09987,Whitmore Reans Health Centre,Dental service,Black Country,390440,299779,D,2.1083750877512926
V83095,Rock House Dental Practice,Dental service,Black Country,388930,300050,P,5.79415332085247
V06404,Dental Surgery,Dental service,Black Country,389168,301499,D,5.4232648367351155
V09984,Pendeford Health Centre,Dental service,Black Country,390306,302877,D,4.293408600979932
V43880,76dental,Dental service,Coventry and Warwickshire,417954,290933,D,6.821678163244563
V06099,Dental Surgery,Dental service,Coventry and Warwickshire,417591,291185,D,6.820458099475615
V06081,Dental Surgery,Dental service,Coventry and Warwickshire,420046,288915,D,5.91229942503188
V06107,Dental Practice,Dental service,Coventry and Warwickshire,408974,257424,D,5.533053689150541
V06108,Dental Surgery,Dental service,Coventry and Warwickshire,408802,257363,D,7.271173161440969
V06109,Bidford Dental Practice,Dental service,Coventry and Warwickshire,410118,251897,D,6.345918199527388
V06094,Polesworth Dental Centre,Dental service,Coventry and Warwickshire,426128,302441,D,6.8431269902401155
V06082,Kingsbury Dental Surgery,Dental service,Coventry and Warwickshire,421744,296405,D,6.540735361746238
V06159,Station Road (Dental Surgery),Dental service,Coventry and Warwickshire,406933,263743,D,6.466082378938496
V06160,Dental Surgery,Dental service,Coventry and Warwickshire,407226,263897,D,6.469881921923617
V12556,Ivory Bespoke Dentistry,Dental service,Coventry and Warwickshire,415101,265676,D,8.424822379454366
V06236,Complete Dental,Dental service,Coventry and Warwickshire,415067,266067,D,8.523926184401292
V14939,Park Road Dental Care,Dental service,Coventry and Warwickshire,433181,278346,D,4.655897360884938
V07077,Pinnacle Orthodontics,Dental service,Coventry and Warwickshire,433439,278397,D,4.565184493161503
V07130,Dental Surgery,Dental service,Coventry and Warwickshire,432519,279318,D,3.662939217598883
V07083,Dental Perfection,Dental service,Coventry and Warwickshire,432956,278492,D,4.435003601419864
V07074,Dental Surgery,Dental service,Coventry and Warwickshire,433126,279757,D,2.6277902259900086
V16840,Dental Department,Dental service,Coventry and Warwickshire,433822,279789,D,2.433521507841137
V07136,Hillfields Dental Surgery,Dental service,Coventry and Warwickshire,434454,279569,D,2.591527181581998
V06087,Camphill Dental Practice,Dental service,Coventry and Warwickshire,433432,293290,D,3.884215690066735
V09670,The George Eliot Hospital N H S,Dental service,Coventry and Warwickshire,435718,290586,D,3.718082289549576
V06086,Oasis Dental Care Ltd,Dental service,Coventry and Warwickshire,436386,292086,D,3.2161276458930876
V12378,Back Street (Dental Practice),Dental service,Coventry and Warwickshire,436425,291981,D,3.1578090650125876
V08475,Attleborough Dental Surgery,Dental service,Coventry and Warwickshire,437101,290712,D,3.735414311057778
V83534,Whitestone Dental Practice,Dental service,Coventry and Warwickshire,437270,290588,P,4.419413479918897
V41373,Whitestone Family Dental,Dental service,Coventry and Warwickshire,437270,290588,D,5.18571071426249
V06091,Dental Surgery,Dental service,Coventry and Warwickshire,435410,291948,D,2.775200462354563
V06106,B S Rai Dental Surgery,Dental service,Coventry and Warwickshire,435556,292194,D,2.83804686053937
V06085,Dental Practice,Dental service,Coventry and Warwickshire,437102,292342,D,6.770825453141022
V91097,Bramcote Dental Centre,Dental service,Coventry and Warwickshire,440890,288545,D,8.011236516959096
V199907,19-21,Dental service,Coventry and Warwickshire,435858,286987,D,3.2998465295391903
V06076,Prestige Dental Care,Dental service,Coventry and Warwickshire,435826,286941,D,3.3430554723303643
V00189,Coventry Road Dentalcare Team,Dental service,Coventry and Warwickshire,435725,286451,D,3.983917401250793
V06084,R J Monks Dental Surgeon,Dental service,Coventry and Warwickshire,439172,286608,D,5.580811908072724
V12603,67b Deedmore Road [Dental Practice],Dental service,Coventry and Warwickshire,436458,281885,D,2.9476915587091845
V07093,Bell Green Dental Surgery,Dental service,Coventry and Warwickshire,436037,282204,D,1.9167692574328565
V07120,Torcross Dental Practice,Dental service,Coventry and Warwickshire,436119,280324,D,4.639517871700272
V07118,The Smile Centre,Dental service,Coventry and Warwickshire,435260,279298,D,3.5730585196339124
V07127,Dental Surgery,Dental service,Coventry and Warwickshire,435170,278952,D,3.6939100389740873
V31048,Longfellow Road (Dental Surgery),Dental service,Coventry and Warwickshire,436091,279346,D,4.793529411947737
V07124,Shergills Dental Surgery,Dental service,Coventry and Warwickshire,436091,279346,D,4.9749998366958526
V11566,8 Regent Place (Dental Practice),Dental service,Coventry and Warwickshire,450481,275501,D,5.278778518996896
V28213,Regent Place (Dental Surgery),Dental service,Coventry and Warwickshire,450481,275501,D,4.469073126215571
V14063,42 Regent Street (Dental Practice),Dental service,Coventry and Warwickshire,450460,275423,D,4.49391323652767
V06051,One Dental,Dental service,Coventry and Warwickshire,450504,275415,D,4.516458581609306
V06050,Dental Surgery,Dental service,Coventry and Warwickshire,450884,274988,D,5.601192862627498
V83070,Jones Dental Clinic & Implant Centre,Dental service,Coventry and Warwickshire,450691,275033,P,5.159671835981666
V06037,High Street Dental Practice,Dental service,Coventry and Warwickshire,450308,275063,D,4.626505708134144
V06046,Clifton Road Dental Practice,Dental service,Coventry and Warwickshire,451002,275123,D,5.61636417279013
V06045,Dental Surgery,Dental service,Coventry and Warwickshire,451088,275196,D,5.666929110400691
V10935,Clifton Road (Dental Surgery),Dental service,Coventry and Warwickshire,451310,275219,D,6.441641061095179
V06049,Paddox Dental,Dental service,Coventry and Warwickshire,452507,273920,D,8.36561169062288
V80221,Courtyard Dental Practice,Dental service,Coventry and Warwickshire,448611,271133,P,9.002160677223928
V82633,Bilton Dental Clinic,Dental service,Coventry and Warwickshire,448491,273832,P,6.477471238964422
V82914,Grey Gables Dental Practice,Dental service,Coventry and Warwickshire,448394,273671,P,7.500335997044269
V06059,Revel Dental Surgery,Dental service,Coventry and Warwickshire,447162,281938,D,6.960107524593469
V80116,Space Health Care,Dental service,Coventry and Warwickshire,445588,265919,P,7.9356363640689835
V10298,Stoke Aldermoor Clinic,Dental service,Coventry and Warwickshire,435505,278364,D,3.7746406498379446
V07071,BUPA Dental Care Coventry,Dental service,Coventry and Warwickshire,434625,278996,D,3.4753158731831086
V82789,Binley Woods Dentistry,Dental service,Coventry and Warwickshire,439279,277549,D,7.703378432397731
V07072,Willenhall Primary Care Centre,Dental service,Coventry and Warwickshire,436842,276771,D,3.568721505396802
V07117,R Osman and Associates,Dental service,Coventry and Warwickshire,433567,277639,D,6.212005426856109
V82895,Murray Dental Limited,Dental service,Coventry and Warwickshire,434301,277317,P,5.47321867576906
V83314,Leamington Road Dental Practice,Dental service,Coventry and Warwickshire,433005,276717,P,8.251952982629824
V06121,Dental Surgery,Dental service,Coventry and Warwickshire,432072,265489,D,5.747198392028242
V06131,The Priory Dental Centre,Dental service,Coventry and Warwickshire,432072,265489,D,5.747198392028242
V06137,Dental Surgery,Dental service,Coventry and Warwickshire,432222,265212,D,5.394640786073742
V06133,Dental Surgery,Dental service,Coventry and Warwickshire,433072,265075,D,6.1103698167620895
V06127,Bridge Dental Practice,Dental service,Coventry and Warwickshire,432127,265072,D,5.225135708952565
V27231,Court Street (Dental Surgery),Dental service,Coventry and Warwickshire,432127,265072,D,5.225135708952565
V06134,Whitnash Dental Surgery,Dental service,Coventry and Warwickshire,432436,263457,D,7.142553621948425
V06132,Dental Surgery,Dental service,Coventry and Warwickshire,431855,265697,D,6.020508288297844
V29441,Dental Spa Solutions,Dental service,Coventry and Warwickshire,431959,265772,D,6.160746750786847
V06125,Dental Surgery,Dental service,Coventry and Warwickshire,432337,266355,D,6.475214134936061
V80351,Orthoral Leamington Spa,Dental service,Coventry and Warwickshire,431613,265782,P,6.14518638240103
V06116,Leamington Spa Orthodontics,Dental service,Coventry and Warwickshire,431505,266095,D,6.788700941046766
V82508,The Grove Practice,Dental service,Coventry and Warwickshire,431382,266214,P,6.837997950708073
V06136,Dental Surgery,Dental service,Coventry and Warwickshire,431872,266333,D,6.924543402368621
V41673,Crown Way Clinic,Dental service,Coventry and Warwickshire,432822,267320,D,7.187785241069682
V06124,Dental Surgery,Dental service,Coventry and Warwickshire,432822,267320,D,7.03951849197377
V06168,Dental Surgery,Dental service,Coventry and Warwickshire,428022,265316,D,7.601590599823988
V06162,Old Square Dental Practice,Dental service,Coventry and Warwickshire,428133,264966,D,6.628783592433935
V06166,Westgate Dental Practice,Dental service,Coventry and Warwickshire,427983,264611,D,8.029049402811372
V06138,Brook House (Dental Surgery),Dental service,Coventry and Warwickshire,431120,255915,D,7.088613578354981
V06172,Dental Surgery,Dental service,Coventry and Warwickshire,427956,255236,D,7.189641600409674
V82917,Shipston Dental Practice,Dental service,Coventry and Warwickshire,425720,240575,P,7.840408779377655
V10046,10 Sheep Street (Dental Surgery),Dental service,Coventry and Warwickshire,425807,240642,D,7.003082392512404
V179526,Elta House,Dental service,Coventry and Warwickshire,419848,255386,D,6.196878101196727
V83506,Pennington Dental,Dental service,Coventry and Warwickshire,419848,255386,D,5.877488201615223
V83113,Principal Dentistry,Dental service,Coventry and Warwickshire,421751,259980,P,8
V13470,Trinity Court Surgery,Dental service,Coventry and Warwickshire,419734,255230,#N/A,6.083261376231931
V81393,Evesham Place Limited,Dental service,Coventry and Warwickshire,419729,254619,D,7.852369076422717
V81764,Mr AJ Browne,Dental service,Coventry and Warwickshire,419729,254619,D,7.852369076422717
V06154,Rother Street (Dental Surgery),Dental service,Coventry and Warwickshire,419887,254946,D,6.961458724871758
V20786,Dental Practice (Ely Place),Dental service,Coventry and Warwickshire,420007,254849,D,7.279934566540131
V06150,Dental Surgery,Dental service,Coventry and Warwickshire,420240,255132,D,6.6901457062903384
V06157,Tiddington Road (Dental Surgery),Dental service,Coventry and Warwickshire,420792,254858,D,8.019374675376033
V14046,Meon Dental Centre,Dental service,Coventry and Warwickshire,417692,246940,D,8
V83334,Stratford Dental,Dental service,Coventry and Warwickshire,418916,254099,P,8.955315337711088
V06915,J H Dental Surgery,Dental service,Coventry and Warwickshire,429354,277375,D,3.7738944399929006
V07089,Dental Surgery,Dental service,Coventry and Warwickshire,429826,277398,D,4.57504900723532
V83106,Modus Advanced Dental Clinic,Dental service,Coventry and Warwickshire,427659,278002,P,5.359585930121732
V12602,Tile Hill Health Centre,Dental service,Coventry and Warwickshire,428767,278842,D,5.2707393146155015
V12631,21 Market Hill [Dental Practice,Dental service,Coventry and Warwickshire,441829,261766,D,7.532023674824595
V06144,Cedarlea Dental Care,Dental service,Coventry and Warwickshire,441503,261547,D,8.121819680278831
V06143,Dental Surgery,Dental service,Coventry and Warwickshire,441930,261834,D,7.968298300510228
V91099,Kineton Dental Centre,Dental service,Coventry and Warwickshire,437957,251839,D,7.702182713254203
V07076,Kingston Road Dental Care,Dental service,Coventry and Warwickshire,431831,278586,D,5.401517118146425
V07123,Dental Surgery,Dental service,Coventry and Warwickshire,429499,279032,D,5.871463977934261
V07073,Balkrishna Dental Practice,Dental service,Coventry and Warwickshire,431677,278913,D,5.652999205854145
V07121,D G S Price Dentist,Dental service,Coventry and Warwickshire,430193,279623,D,7.278772275880615
V19384,Winsford Avenue (Dental Surgery),Dental service,Coventry and Warwickshire,430193,279623,D,7.171644283779807
V07112,Dental Surgery,Dental service,Coventry and Warwickshire,432320,280079,D,3.8308039108322625
V07119,Jubilee Dental Practice,Dental service,Coventry and Warwickshire,432890,281623,D,3.4362171216340585
V07114,Holbrooks Dental Surgery,Dental service,Coventry and Warwickshire,433254,282885,D,3.44204591245891
V07084,Holbrooks Health Team,Dental service,Coventry and Warwickshire,433306,283543,D,3.681463589580665
V07075,Bhandal Dental Practice,Dental service,Coventry and Warwickshire,433994,280928,D,1.8393086193135464
V07105,Foleshill Dental Practice,Dental service,Coventry and Warwickshire,434139,281327,D,1.7899578191536096
V07110,Densmile Dental Care,Dental service,Coventry and Warwickshire,434417,281147,D,1.5710934389894842
V07109,Longford Road (Dental Surgery),Dental service,Coventry and Warwickshire,435014,283657,D,2.7897923697095646
V00735,Windmill Road Dental Surgery,Dental service,Coventry and Warwickshire,435266,283049,D,2.4072359804806176
V07107,Gentle Dental Centre,Dental service,Coventry and Warwickshire,435807,282129,D,2.004007216985483
V06115,Kenilworth Dental Practice,Dental service,Coventry and Warwickshire,429057,271728,D,8.563266285327122
V83193,Priory Dental Clinic,Dental service,Coventry and Warwickshire,429125,271783,P,8.720629997575939
V06112,Dental Practice,Dental service,Coventry and Warwickshire,428630,271949,D,8.360595264564793
V06113,Dental Surgery,Dental service,Coventry and Warwickshire,428475,272479,D,8.479333179357933
V06074,Dental Surgery,Dental service,Coventry and Warwickshire,431017,297706,D,4.272883318809968
V06075,Atherstone Dental Practice,Dental service,Coventry and Warwickshire,430712,297890,D,4.455152776619489
V07318,Dental Surgery,Dental service,Herefordshire and Worcestershire,400735,273509,D,9.455526878833696
V07329,Dental Surgery,Dental service,Herefordshire and Worcestershire,398844,276920,D,4.320918288182835
V07320,Dental Surgery,Dental service,Herefordshire and Worcestershire,398601,277297,D,4.479757311754666
V07338,Rubery Dental Surgery,Dental service,Herefordshire and Worcestershire,398664,277216,D,4.55958347092101
V82886,Omnia Dental Spa,Dental service,Herefordshire and Worcestershire,409011,275557,P,8.551467942466601
V07340,Dental Surgery,Dental service,Herefordshire and Worcestershire,402864,272645,D,8.095911727001043
V07332,Dental Surgery,Dental service,Herefordshire and Worcestershire,396117,270706,D,6.495440849720195
V07327,Dental Surgery,Dental service,Herefordshire and Worcestershire,396600,270007,D,8.5383871177945
V07326,Dental Surgery,Dental service,Herefordshire and Worcestershire,396155,270649,D,6.658840442139706
V07328,Damani Dental Practice,Dental service,Herefordshire and Worcestershire,396742,269419,D,9.214182354940732
V14691,Parkside Dental,Dental service,Herefordshire and Worcestershire,395996,271057,D,5.726985357755784
V09456,Princess of Wales Hospital (Dental Surgery),Dental service,Herefordshire and Worcestershire,396196,271740,D,6.209567089087266
V00937,Dental Surgery,Dental service,Herefordshire and Worcestershire,396226,273984,D,6.165340041597338
V83323,Bromsgrove Dental Clinic,Dental service,Herefordshire and Worcestershire,395174,269888,P,5.3007820593432164
V07325,Orthodontics for You,Dental service,Herefordshire and Worcestershire,395769,271049,D,5.6895843815849805
V07330,Anne Christina Haddon,Dental service,Herefordshire and Worcestershire,395474,274405,D,8.00611336522536
V09461,Smallwood Dental Clinic,Dental service,Herefordshire and Worcestershire,404116,267796,D,3.3019929269478725
V07337,Red House Dental Clinic,Dental service,Herefordshire and Worcestershire,404129,267838,D,3.3578570778288013
V07334,Headless Cross Dental Practice,Dental service,Herefordshire and Worcestershire,403671,266041,D,5.927438421610022
V07321,Pinnacle Orthodontics,Dental service,Herefordshire and Worcestershire,402375,266766,D,6.3982879537678725
V07335,Oasis Dental Care,Dental service,Herefordshire and Worcestershire,403581,267472,D,3.192040224754959
V07331,Kingfisher Dental Surgery,Dental service,Herefordshire and Worcestershire,403854,265458,D,5.923454945456162
V07892,Crabbs Cross Dental Surgery,Dental service,Herefordshire and Worcestershire,403936,265052,D,6.253113761900932
V07341,Tynsall Avenue (Dental Surgery),Dental service,Herefordshire and Worcestershire,402026,266966,D,6.1589636547476765
V09459,Time for Teeth HMP Hewell,Dental service,Herefordshire and Worcestershire,400669,269722,D,8.160351924982987
V09460,Community Dental Department,Dental service,Herefordshire and Worcestershire,401921,269268,D,7.988053709011239
V07333,Matchborough Dental Practice,Dental service,Herefordshire and Worcestershire,407161,266413,D,4.575120395759986
V07317,Dental Surgery,Dental service,Herefordshire and Worcestershire,404413,267679,D,3.1805794630562656
V25213,Dental Centre of Excellence,Dental service,Herefordshire and Worcestershire,406538,268719,D,3.995901715728341
V07866,Wyre Forest PCT,Dental service,Herefordshire and Worcestershire,383426,276668,D,3.3021537903268308
DAC_549,Kidderminster Dental Access Centre,Dental Access Centre,Herefordshire and Worcestershire,383426,276668,DAC,NA
V07747,Oasis Dental Care Ltd,Dental service,Herefordshire and Worcestershire,383097,276785,D,2.773687748880459
V08604,Dental Surgery,Dental service,Herefordshire and Worcestershire,383088,276871,D,3.871762232349666
V08173,Dental Surgery,Dental service,Herefordshire and Worcestershire,383088,276871,D,2.8074821452988497
DAC_553,Worcs Dental Access Centre,Dental Access Centre,Herefordshire and Worcestershire,383083,276714,D,NA
V09220,Dental Surgery,Dental service,Herefordshire and Worcestershire,384236,276256,D,4.7015508167971785
V09893,Sutton Park Dental Centre,Dental service,Herefordshire and Worcestershire,382108,275294,D,3.977687249297763
V08001,Foley Park Dental Practice,Dental service,Herefordshire and Worcestershire,382278,275467,D,3.7299959534636846
V07885,Denora Healthcare Ltd,Dental service,Herefordshire and Worcestershire,382401,275272,D,4.282331587175167
V14572,Stourport Road Dental Surgery,Dental service,Herefordshire and Worcestershire,382134,274620,D,2.390108459099225
V07871,Bewdley Dental Practice,Dental service,Herefordshire and Worcestershire,378564,275332,D,6.492501540860897
V07860,Dental Surgery,Dental service,Herefordshire and Worcestershire,380787,272293,D,6.183761275542606
V07999,Dental Surgery,Dental service,Herefordshire and Worcestershire,381324,271467,D,5.127009997540214
V195319,Mitton Gardens Dental Surgery,Dental service,Herefordshire and Worcestershire,381324,271467,D,5.127009997540214
