schedule_month,region_name,commissioner_name,monthly_ud_as_delivered,monthly_uo_as_delivered,urgent_forms,any_band_unique_patients_rolling_12_month,band_1_unique_patients_rolling_12_month,band_2_or_3_unique_patients_rolling_12_month,urgent_band_1_unique_patients_rolling_12_month,other_unique_patients_rolling_12_month
2021-05-01T00:00:00Z,Midlands,Black Country ICB,103264.8,4353,5347,245352,101859,96034,74626,12157
2021-05-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,76483,3813,3358,213476,111799,74699,46075,14253
2021-05-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,80656.8,4552,3852,220359,120808,76229,52360,5670
2021-05-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,50866.8,3164,2743,140200,74062,48055,36064,2121
2021-05-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",87156.2,4285,5635,233921,127142,76174,61182,8923
2021-05-01T00:00:00Z,Midlands,Lincolnshire ICB,49883.2,1176,3033,165624,95611,52081,40197,3298
2021-05-01T00:00:00Z,Midlands,Northamptonshire ICB,49824,3582,2968,139866,75589,48189,34318,2264
2021-05-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,86068.8,3261,4698,245558,126674,91965,60257,5301
2021-05-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",36126.2,2410,2031,106098,59549,34482,26695,3327
2021-05-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,95925.8,3344,4353,243137,130060,90290,55576,5482
2021-05-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,123521.8,6754,8649,359799,180362,117111,103231,8397
2021-05-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,251176.8,11850,17573,651158,276720,243965,213173,23549
2021-05-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,124469,5105.8,8805,339429,147848,126281,104738,8215
2021-05-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,190085,8545,13180,510177,230385,181713,158069,12926
2021-05-01T00:00:00Z,North West,Cheshire and Merseyside ICB,210443.4,13040,14919,536155,227723,198111,185568,15880
2021-05-01T00:00:00Z,North West,Greater Manchester ICB,224408,11902,18399,617061,280824,211729,209992,17619
2021-05-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,113370.2,6672,8394,306732,140805,108987,96602,12187
2021-05-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",106751.8,10304,8252,348489,203552,102210,92857,3911
2021-05-01T00:00:00Z,South East,Frimley ICB,51559.8,6260,3789,152870,85821,47711,40531,2083
2021-05-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,114840.4,9557,8956,356621,195797,111522,94001,6198
2021-05-01T00:00:00Z,South East,Kent And Medway ICB,115472.2,11883,7335,335170,183118,114992,83473,6194
2021-05-01T00:00:00Z,South East,Surrey Heartlands ICB,54454.6,6086,3397,202259,133296,53797,44637,3285
2021-05-01T00:00:00Z,South East,Sussex ICB,121431.4,8126,8044,374996,218408,120997,92685,6039
2021-05-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",54310.8,3920,3504,161319,95193,50511,37441,2481
2021-05-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",75887.8,5835.8,4794,221593,121897,74580,57003,5989
2021-05-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,39237.2,2034,2424,113737,55111,38981,30989,9642
2021-05-01T00:00:00Z,South West,Devon ICB,82993.8,5860,5077,247234,125274,90437,66693,3536
2021-05-01T00:00:00Z,South West,Dorset ICB,56729,2088,3508,165174,90382,55595,42197,2911
2021-05-01T00:00:00Z,South West,Gloucestershire ICB,32968.6,2218,1797,100200,55548,33629,23374,1524
2021-05-01T00:00:00Z,South West,Somerset ICB,41694,1784,2774,113353,54661,40907,33115,1816
2021-06-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",62542.6,7424,4606,205388,109247,65852,58906,2573
2021-06-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,58462.8,6911,3197,195406,125795,61799,38429,1673
2021-06-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,111817,9887,7271,382302,227106,119804,94557,3253
2021-06-01T00:00:00Z,East of England,Mid and South Essex ICB,96978.6,3801,5990,290882,152720,103629,78599,4327
2021-06-01T00:00:00Z,East of England,Norfolk and Waveney ICB,71685.2,3331,4584,199467,99470,69426,60277,6140
2021-06-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,65647.2,3844.8,4141,217640,124457,74149,51723,5111
2021-06-01T00:00:00Z,London,North Central London ICB,102397.2,12606,6322,293397,132714,112657,84291,17456
2021-06-01T00:00:00Z,London,North East London ICB,131036.2,11090,11262,401403,145089,152664,142559,23082
2021-06-01T00:00:00Z,London,North West London ICB,161221,10920,11281,453835,199311,171459,143148,13155
2021-06-01T00:00:00Z,London,South East London ICB,137006.4,10452,9378,396414,182705,146992,113868,11294
2021-06-01T00:00:00Z,London,South West London ICB,102308.8,8240,7608,293678,148681,101123,84167,5235
2021-06-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,109341.2,4683,6337,277344,116834,109618,89231,10975
2021-06-01T00:00:00Z,Midlands,Black Country ICB,108927.8,4416.4,5310,269609,117281,109585,76445,11720
2021-06-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,78842.2,3839,3223,234044,127132,84402,46711,13522
2021-06-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,81415.2,4477,3809,243482,137879,86582,54113,6159
2021-06-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,52720.6,4223,2660,155341,84847,54581,37471,2225
2021-06-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",86649.6,3684,5375,259256,145461,86764,63973,9146
2021-06-01T00:00:00Z,Midlands,Lincolnshire ICB,56883.8,1243,3501,179820,106029,58998,41333,3438
2021-06-01T00:00:00Z,Midlands,Northamptonshire ICB,50164,2525,3068,153587,85689,53884,35611,2406
2021-06-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,90321.6,4371,4616,267865,142203,102269,62471,5735
2021-06-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",38181.4,3359,2028,116090,67127,39115,27447,3980
2021-06-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,96913.4,3824,4133,269254,148641,102593,57434,5749
2021-06-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,127634.4,6059,8498,396864,206579,132899,107046,8481
2021-06-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,253029.4,13214,17073,715171,317135,275203,221491,24947
2021-06-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,128540.6,7757,8805,376353,173083,142524,108451,8483
2021-06-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,194523.6,8879,12896,562757,265299,206230,162872,13475
2021-06-01T00:00:00Z,North West,Cheshire and Merseyside ICB,211333.4,11354,14109,587161,260938,224732,190827,16662
2021-06-01T00:00:00Z,North West,Greater Manchester ICB,241058.4,10459,17566,678784,321348,240565,218228,18532
2021-06-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,116187.4,9371,8212,335669,160171,123246,99423,13001
2021-06-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",109242,9719,7892,380868,227659,114530,97704,4059
2021-06-01T00:00:00Z,South East,Frimley ICB,54396.8,3982,3930,168433,96323,54187,43166,2088
2021-06-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,120555,10360,9238,392799,221164,125418,99775,6238
2021-06-01T00:00:00Z,South East,Kent And Medway ICB,117957.4,10252,7201,368805,206838,129082,87869,7086
2021-06-01T00:00:00Z,South East,Surrey Heartlands ICB,60030.4,4804,3674,218904,146971,59815,46285,3417
2021-06-01T00:00:00Z,South East,Sussex ICB,124641.8,8270,7816,406350,241779,134530,96812,6219
2021-06-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",54500.8,4782,3316,176643,106781,56600,39001,2546
2021-06-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",74811.2,5277,4752,242132,136743,83700,59529,5987
2021-06-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,37070.4,1431,2381,124088,62220,43764,32213,10098
2021-06-01T00:00:00Z,South West,Devon ICB,88141.4,5030,5197,270612,141921,101433,68728,3943
2021-06-01T00:00:00Z,South West,Dorset ICB,57968.2,1721,3461,180654,102215,62209,43585,2844
2021-06-01T00:00:00Z,South West,Gloucestershire ICB,34989,2710,1842,110650,63304,37828,24383,1547
2021-06-01T00:00:00Z,South West,Somerset ICB,39538,2152,2760,124401,62073,45642,34627,1887
2021-07-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",65937.6,5347,5008,221118,121067,73029,59264,2715
2021-07-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,59777.2,4609,3482,208611,136835,67950,37786,1696
2021-07-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,109668.2,11427,7262,406935,246071,130842,94106,3323
2021-07-01T00:00:00Z,East of England,Mid and South Essex ICB,98831.4,5444,6209,310866,167862,113523,78118,4471
2021-07-01T00:00:00Z,East of England,Norfolk and Waveney ICB,74970.4,4135,4737,215901,111758,77607,59970,6501
2021-07-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,69019,6668.6,4393,232319,135934,81003,51374,5436
2021-07-01T00:00:00Z,London,North Central London ICB,109324.8,7246,6906,314202,146128,123963,84048,19177
2021-07-01T00:00:00Z,London,North East London ICB,144573.8,9365,12353,426715,161199,168096,139779,25285
2021-07-01T00:00:00Z,London,North West London ICB,173530.4,11217,12492,487059,220121,190140,143275,13828
2021-07-01T00:00:00Z,London,South East London ICB,144874.2,12440,9679,423365,199659,161859,113684,12080
2021-07-01T00:00:00Z,London,South West London ICB,102469.2,9252,6600,315925,164006,111642,85110,5250
2021-07-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,114337,7298,6503,298675,131537,122927,87803,10828
2021-07-01T00:00:00Z,Midlands,Black Country ICB,113530.4,5348.8,5441,289245,131350,122699,73856,10685
2021-07-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,82157.6,5655,3298,252610,141668,93377,45686,13288
2021-07-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,87550.6,4843,4158,263335,153568,96792,53059,6434
2021-07-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,52119,5151,2715,167041,93896,60398,36580,2254
2021-07-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",87649.4,4450,5707,281767,162718,96649,64703,9231
2021-07-01T00:00:00Z,Midlands,Lincolnshire ICB,58437.4,833,3505,191847,115481,65301,40964,3510
2021-07-01T00:00:00Z,Midlands,Northamptonshire ICB,50325,3540,3182,165034,94815,58941,35630,2596
2021-07-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,96570.2,5025,5082,287874,157177,112983,61609,6390
2021-07-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",42068,2338,2185,125477,74515,43990,27446,3990
2021-07-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,100177.4,4513,4516,291971,165730,114393,56518,5591
2021-07-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,132002.8,5497,9367,428207,228968,147759,107573,8822
2021-07-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,265824.2,16151,17977,769102,354275,305760,221065,25815
2021-07-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,137261.8,7563,9136,413091,196517,158777,112375,8678
2021-07-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,204326.4,10009,12955,609599,298173,229330,162985,13878
2021-07-01T00:00:00Z,North West,Cheshire and Merseyside ICB,223434,12817,15612,631920,292963,250840,188424,17331
2021-07-01T00:00:00Z,North West,Greater Manchester ICB,258641.2,12320,19796,731905,359214,269090,217447,19274
2021-07-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,123671.4,6688,8224,360291,177886,136601,98998,13547
2021-07-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",118118.2,9829,8437,409091,250095,126692,98180,4149
2021-07-01T00:00:00Z,South East,Frimley ICB,54398.8,3573,3794,181030,105632,59940,43601,2125
2021-07-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,122815.2,12804.6,9314,422610,243253,138361,101401,6136
2021-07-01T00:00:00Z,South East,Kent And Medway ICB,126608.8,10302,8143,398583,228993,142614,88460,8028
2021-07-01T00:00:00Z,South East,Surrey Heartlands ICB,64316.2,6353,4055,231926,158683,65191,45413,3478
2021-07-01T00:00:00Z,South East,Sussex ICB,129176.6,10554,8185,431231,261613,146776,95938,6349
2021-07-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",57909.2,2965,3655,190040,117079,62563,38972,2590
2021-07-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",80874.8,4697,4875,259628,150725,92350,58448,6184
2021-07-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,39677.6,1497,2629,133163,68619,48565,32421,10503
2021-07-01T00:00:00Z,South West,Devon ICB,91148,6398,5463,289089,156004,111277,66686,4132
2021-07-01T00:00:00Z,South West,Dorset ICB,60084.6,4421,3680,193545,112592,68369,43243,2750
2021-07-01T00:00:00Z,South West,Gloucestershire ICB,36216.2,4044,1861,118988,70092,41746,24003,1505
2021-07-01T00:00:00Z,South West,Somerset ICB,44605.2,2049,3176,134636,69313,50802,34820,1955
2021-08-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",76655.8,9454,5598,237134,134198,79896,58723,2855
2021-08-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,63989,4726,3595,220694,147323,73139,37401,1734
2021-08-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,134465.4,13371,8966,433283,267433,142062,93548,3438
2021-08-01T00:00:00Z,East of England,Mid and South Essex ICB,108955.8,7463,7040,330442,184637,122131,76899,4676
2021-08-01T00:00:00Z,East of England,Norfolk and Waveney ICB,79415.2,5153,5365,231364,124287,84885,59070,6866
2021-08-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,78036.8,5526.8,5078,247411,148187,87100,51297,5629
2021-08-01T00:00:00Z,London,North Central London ICB,116518.6,9389,7348,328881,157870,133914,79500,21270
2021-08-01T00:00:00Z,London,North East London ICB,150454.8,12645,12837,451071,176505,181195,136458,28307
2021-08-01T00:00:00Z,London,North West London ICB,185151.8,13382,13149,516382,240806,206070,140916,14465
2021-08-01T00:00:00Z,London,South East London ICB,159242.8,12703,11067,447980,215370,175207,112823,12893
2021-08-01T00:00:00Z,London,South West London ICB,115078.8,8431,8082,337199,179761,121901,84604,5153
2021-08-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,130852.8,6759.8,7490,321661,148409,136383,85400,11171
2021-08-01T00:00:00Z,Midlands,Black Country ICB,121663.6,5137.4,6268,308947,145100,134979,72036,10519
2021-08-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,92839.2,8391,3677,270891,156570,101630,44565,13132
2021-08-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,92319.4,4145,4894,281517,169179,105563,51737,6720
2021-08-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,61547.8,4769,3136,179925,105355,65843,35441,2321
2021-08-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",99105,6269,6179,304536,181671,105783,65282,9342
2021-08-01T00:00:00Z,Midlands,Lincolnshire ICB,65840.4,1223.6,4031,203929,125135,71042,41145,3618
2021-08-01T00:00:00Z,Midlands,Northamptonshire ICB,58280.4,3006,3417,176801,104987,63552,35388,2721
2021-08-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,111767.6,5275,5555,309321,174997,123888,60096,6638
2021-08-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",45631.2,3247.6,2406,134067,82000,48265,26759,4020
2021-08-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,105036.2,4191,4868,312814,182840,124494,55629,5750
2021-08-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,147210.6,6619,10356,459120,253381,161557,107679,9302
2021-08-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,288501.4,15730,19992,821172,394161,333417,219295,26450
2021-08-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,143633.8,8328,11040,443937,220218,172662,112479,8805
2021-08-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,224456,13263,13257,654069,334118,250556,159919,14185
2021-08-01T00:00:00Z,North West,Cheshire and Merseyside ICB,252144,10100,17250,678791,329555,276222,186118,18021
2021-08-01T00:00:00Z,North West,Greater Manchester ICB,285034.4,14067,21819,787077,400891,296048,217849,19793
2021-08-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,137750.8,12823,10053,386397,198297,149106,99243,14070
2021-08-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",131655.2,10494,8767,435318,273361,137001,96855,4282
2021-08-01T00:00:00Z,South East,Frimley ICB,59957.2,9293,4030,191941,114527,64962,43158,2099
2021-08-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,143741.4,10974.6,10830,452386,267434,149781,102821,5952
2021-08-01T00:00:00Z,South East,Kent And Medway ICB,141677.6,11196,8801,426737,251387,154945,87706,9288
2021-08-01T00:00:00Z,South East,Surrey Heartlands ICB,70743.4,7647,4399,243804,169894,69561,44801,3501
2021-08-01T00:00:00Z,South East,Sussex ICB,144562.2,11406,9286,453043,279686,156962,95220,6460
2021-08-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",63634,4305.8,3794,203794,128350,68031,38655,2579
2021-08-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",86880.6,5445,5470,275813,164375,99980,57642,6545
2021-08-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,45012.2,1888,2883,140930,75353,52889,32067,10445
2021-08-01T00:00:00Z,South West,Devon ICB,96012.6,7418.8,6364,306850,170162,119638,65670,4736
2021-08-01T00:00:00Z,South West,Dorset ICB,69486.8,2718,4182,206488,123452,74013,42990,2715
2021-08-01T00:00:00Z,South West,Gloucestershire ICB,40715.8,2690,2143,128089,77964,45176,23842,1533
2021-08-01T00:00:00Z,South West,Somerset ICB,44587.8,2190,3244,142860,76420,54561,34358,1993
2021-09-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",61979.8,6792,4780,246888,142750,84069,57563,2893
2021-09-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,57244.6,5676,3402,228477,154782,76377,36892,1718
2021-09-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,107956,13877,7662,449774,281647,148961,91983,3393
2021-09-01T00:00:00Z,East of England,Mid and South Essex ICB,93352.6,6679,6475,343522,196142,127764,75081,4700
2021-09-01T00:00:00Z,East of England,Norfolk and Waveney ICB,64121.8,4517,4779,241455,133284,89957,56960,7103
2021-09-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,62571,4619.8,4166,256176,155320,91174,50594,5706
2021-09-01T00:00:00Z,London,North Central London ICB,98948.8,8390,6636,339350,165766,139986,76965,22608
2021-09-01T00:00:00Z,London,North East London ICB,126988.8,7380,12230,470201,186570,190379,135422,30605
2021-09-01T00:00:00Z,London,North West London ICB,155623.4,9517,12438,533142,252722,216174,137522,14800
2021-09-01T00:00:00Z,London,South East London ICB,133428.4,9761,10191,462882,225684,183378,111076,13449
2021-09-01T00:00:00Z,London,South West London ICB,94865.4,8102,7483,349857,190084,127483,83091,5122
2021-09-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,104570.6,6678,6699,336655,160903,145668,81381,11269
2021-09-01T00:00:00Z,Midlands,Black Country ICB,90147.8,5960.8,5435,319559,154245,142344,68041,10098
2021-09-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,76343.6,8843,3206,282841,167557,106973,42743,12822
2021-09-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,84770.8,4870,4503,294415,181852,112205,49839,6942
2021-09-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,45396.8,5183,2781,186484,112303,68723,33659,2294
2021-09-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",78206.6,6154,5577,317252,193242,111439,64243,9338
2021-09-01T00:00:00Z,Midlands,Lincolnshire ICB,53736.2,1256,3619,210838,131166,74699,40173,3623
2021-09-01T00:00:00Z,Midlands,Northamptonshire ICB,48344,5658,3166,184251,111894,66391,35047,2820
2021-09-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,88076.4,3423,4927,322753,187072,130731,58269,6946
2021-09-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",36485.6,2591,2176,139393,87260,51077,25493,4008
2021-09-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,88127.6,4036,4627,326310,195483,131375,53784,5718
2021-09-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,119144.8,8350,9372,477605,269988,170390,105203,9390
2021-09-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,257228.8,16542,19124,859106,425211,354402,215667,27047
2021-09-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,124379,10340,9983,465498,238774,182247,110561,8607
2021-09-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,193446.6,10989,18020,687609,360122,264744,159666,14385
2021-09-01T00:00:00Z,North West,Cheshire and Merseyside ICB,206621.8,13063,15618,708992,356505,293054,180174,18332
2021-09-01T00:00:00Z,North West,Greater Manchester ICB,247643.6,15116,20327,824445,431367,315706,214404,20167
2021-09-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,117406.4,12834,9132,405166,213977,157812,98580,14529
2021-09-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",109426,12203,7903,450514,288238,142927,94204,4408
2021-09-01T00:00:00Z,South East,Frimley ICB,43303,5076,3319,197244,119290,67540,42032,2084
2021-09-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,126442,9220.6,10511,473547,285364,157853,103246,5880
2021-09-01T00:00:00Z,South East,Kent And Medway ICB,123843.8,9656.8,8116,445347,266176,163619,86703,11142
2021-09-01T00:00:00Z,South East,Surrey Heartlands ICB,61186.4,5765,4093,251034,177372,72053,43654,3514
2021-09-01T00:00:00Z,South East,Sussex ICB,129714.2,14491,8561,469169,293515,164570,93728,6423
2021-09-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",60633.6,4406,4027,214414,137151,72214,37887,2623
2021-09-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",69065.4,5923,4666,285553,173625,104440,55721,6667
2021-09-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,40370.2,2636,2845,147371,80863,56304,31611,10776
2021-09-01T00:00:00Z,South West,Devon ICB,78985,5311.8,5588,317552,180204,124609,63481,5022
2021-09-01T00:00:00Z,South West,Dorset ICB,61996.2,3599,3877,215359,131679,78092,42239,2607
2021-09-01T00:00:00Z,South West,Gloucestershire ICB,35532.2,4094,1927,133213,82895,47755,22825,1457
2021-09-01T00:00:00Z,South West,Somerset ICB,39411.8,3122,3071,148672,82007,56973,33627,2033
2021-10-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",69944.6,5465,5386,257153,151315,88798,56843,2967
2021-10-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,56705.4,4702,3107,235797,162020,79567,36024,1718
2021-10-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,105789.6,15042,7336,461556,292512,154770,89250,3428
2021-10-01T00:00:00Z,East of England,Mid and South Essex ICB,97290.2,9045,5844,354389,206421,133380,72281,4750
2021-10-01T00:00:00Z,East of England,Norfolk and Waveney ICB,75771.8,5139,4855,252656,143242,95729,54907,7353
2021-10-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,65290,5670.4,4085,263263,161845,94777,49465,5757
2021-10-01T00:00:00Z,London,North Central London ICB,101515.6,7308,6177,349001,172158,146197,75116,24494
2021-10-01T00:00:00Z,London,North East London ICB,139361,15540,13212,485944,195666,199334,134796,31116
2021-10-01T00:00:00Z,London,North West London ICB,155898.8,10085,11586,543840,262003,224522,133639,13207
2021-10-01T00:00:00Z,London,South East London ICB,142164.2,10605,9435,475713,234770,191558,108551,13850
2021-10-01T00:00:00Z,London,South West London ICB,96981,6451,7207,360283,197842,132872,82253,5097
2021-10-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,112770.8,7902,5994,350473,172687,154970,77478,11203
2021-10-01T00:00:00Z,Midlands,Black Country ICB,112182,7448,5626,333146,164134,151397,65152,9854
2021-10-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,82552.4,6368,3236,293699,177584,112162,40695,12259
2021-10-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,82493,4846,3956,304627,192066,117724,47680,7090
2021-10-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,52612.2,4717,2811,193850,119426,72308,32276,2293
2021-10-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",87258.4,4966,5636,330475,205534,117825,63118,9345
2021-10-01T00:00:00Z,Midlands,Lincolnshire ICB,53837.2,1257,3088,216719,136942,77839,38893,3675
2021-10-01T00:00:00Z,Midlands,Northamptonshire ICB,49659,2935,2978,190859,118017,69356,34449,2884
2021-10-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,94092.2,7669,4865,335298,198968,136962,56601,7151
2021-10-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",40993.4,1939,2274,144705,92191,53932,24736,4054
2021-10-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,101722.8,6030,4455,339924,208299,138681,51343,5745
2021-10-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,129458.6,6372,9028,495837,286912,179264,102436,9354
2021-10-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,263579.2,17317.6,17164,889308,452889,372714,208368,27051
2021-10-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,135087,5943,9152,485704,257394,191804,107160,8512
2021-10-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,198083.2,13773,12642,713466,385265,279501,152484,14543
2021-10-01T00:00:00Z,North West,Cheshire and Merseyside ICB,219774.6,11891.8,15013,738049,382702,309533,174685,18547
2021-10-01T00:00:00Z,North West,Greater Manchester ICB,252275.8,13712,20264,861798,460772,334625,212754,20487
2021-10-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,120654.2,9310,8664,421532,227812,166324,97130,14809
2021-10-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",104518.8,10626,7761,462749,300419,148282,91929,4408
2021-10-01T00:00:00Z,South East,Frimley ICB,48876.4,4538,3318,202383,123895,70332,40757,2075
2021-10-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,118696.2,7475.8,8739,490323,300909,164474,102246,5683
2021-10-01T00:00:00Z,South East,Kent And Medway ICB,114285.8,15006.8,7084,458069,276631,170119,84753,12022
2021-10-01T00:00:00Z,South East,Surrey Heartlands ICB,60796,7107,3504,258396,184565,75018,42428,3631
2021-10-01T00:00:00Z,South East,Sussex ICB,122660.2,11240,7466,480712,304024,170674,91507,6478
