"","DATE","SUB_ICB_CODE","LA_CODE","PATIENT_TYPE","POP"
"552",2018-09-30,NA,"E08000027","Child",68811
"553",2018-09-30,NA,"E08000028","Adult",244380
"554",2018-09-30,NA,"E08000028","Child",81080
"555",2018-09-30,NA,"E08000029","Adult",167219
"556",2018-09-30,NA,"E08000029","Child",46714
"557",2018-09-30,NA,"E08000030","Adult",214082
"558",2018-09-30,NA,"E08000030","Child",67211
"559",2018-09-30,NA,"E08000031","Adult",199835
"560",2018-09-30,NA,"E08000031","Child",60091
"561",2018-09-30,NA,"E08000032","Adult",393194
"562",2018-09-30,NA,"E08000032","Child",141606
"563",2018-09-30,NA,"E08000033","Adult",163286
"564",2018-09-30,NA,"E08000033","Child",46168
"565",2018-09-30,NA,"E08000034","Adult",337330
"566",2018-09-30,NA,"E08000034","Child",99815
"567",2018-09-30,NA,"E08000035","Adult",618578
"568",2018-09-30,NA,"E08000035","Child",166268
"569",2018-09-30,NA,"E08000036","Adult",269151
"570",2018-09-30,NA,"E08000036","Child",71639
"571",2018-09-30,NA,"E08000037","Adult",162639
"572",2018-09-30,NA,"E08000037","Child",39780
"573",2018-09-30,NA,"E09000001","Adult",6400
"574",2018-09-30,NA,"E09000001","Child",1254
"575",2018-09-30,NA,"E09000002","Adult",147822
"576",2018-09-30,NA,"E09000002","Child",62889
"577",2018-09-30,NA,"E09000003","Adult",296301
"578",2018-09-30,NA,"E09000003","Child",91502
"579",2018-09-30,NA,"E09000004","Adult",189524
"580",2018-09-30,NA,"E09000004","Child",56600
"581",2018-09-30,NA,"E09000005","Adult",251539
"582",2018-09-30,NA,"E09000005","Child",77563
"583",2018-09-30,NA,"E09000006","Adult",255350
"584",2018-09-30,NA,"E09000006","Child",74041
"585",2018-09-30,NA,"E09000007","Adult",204188
"586",2018-09-30,NA,"E09000007","Child",49173
"587",2018-09-30,NA,"E09000008","Adult",290062
"588",2018-09-30,NA,"E09000008","Child",94775
"589",2018-09-30,NA,"E09000009","Adult",260852
"590",2018-09-30,NA,"E09000009","Child",81884
"591",2018-09-30,NA,"E09000010","Adult",248494
"592",2018-09-30,NA,"E09000010","Child",84211
"593",2018-09-30,NA,"E09000011","Adult",214587
"594",2018-09-30,NA,"E09000011","Child",68262
"595",2018-09-30,NA,"E09000012","Adult",212881
"596",2018-09-30,NA,"E09000012","Child",63048
"597",2018-09-30,NA,"E09000013","Adult",147070
"598",2018-09-30,NA,"E09000013","Child",35928
"599",2018-09-30,NA,"E09000014","Adult",210599
"600",2018-09-30,NA,"E09000014","Child",60625
"601",2018-09-30,NA,"E09000015","Adult",191055
"602",2018-09-30,NA,"E09000015","Child",57825
"603",2018-09-30,NA,"E09000016","Adult",199368
"604",2018-09-30,NA,"E09000016","Child",56671
"605",2018-09-30,NA,"E09000017","Adult",229597
"606",2018-09-30,NA,"E09000017","Child",72746
"607",2018-09-30,NA,"E09000018","Adult",205172
"608",2018-09-30,NA,"E09000018","Child",63928
"609",2018-09-30,NA,"E09000019","Adult",193584
"610",2018-09-30,NA,"E09000019","Child",41416
"611",2018-09-30,NA,"E09000020","Adult",127266
"612",2018-09-30,NA,"E09000020","Child",28475
"613",2018-09-30,NA,"E09000021","Adult",136000
"614",2018-09-30,NA,"E09000021","Child",38609
"615",2018-09-30,NA,"E09000022","Adult",261416
"616",2018-09-30,NA,"E09000022","Child",62632
"617",2018-09-30,NA,"E09000023","Adult",233035
"618",2018-09-30,NA,"E09000023","Child",68272
"619",2018-09-30,NA,"E09000024","Adult",159050
"620",2018-09-30,NA,"E09000024","Child",47002
"621",2018-09-30,NA,"E09000025","Adult",262241
"622",2018-09-30,NA,"E09000025","Child",85755
"623",2018-09-30,NA,"E09000026","Adult",225877
"624",2018-09-30,NA,"E09000026","Child",75908
"625",2018-09-30,NA,"E09000027","Adult",150558
"626",2018-09-30,NA,"E09000027","Child",45122
"627",2018-09-30,NA,"E09000028","Adult",249846
"628",2018-09-30,NA,"E09000028","Child",64386
"629",2018-09-30,NA,"E09000029","Adult",155774
"630",2018-09-30,NA,"E09000029","Child",47469
"631",2018-09-30,NA,"E09000030","Adult",239561
"632",2018-09-30,NA,"E09000030","Child",68403
"633",2018-09-30,NA,"E09000031","Adult",208704
"634",2018-09-30,NA,"E09000031","Child",66801
"635",2018-09-30,NA,"E09000032","Adult",260238
"636",2018-09-30,NA,"E09000032","Child",63019
"637",2018-09-30,NA,"E09000033","Adult",199631
"638",2018-09-30,NA,"E09000033","Child",45165
"639",2018-09-30,NA,"E10000002","Adult",412843
"640",2018-09-30,NA,"E10000002","Child",123075
"641",2018-09-30,NA,"E10000003","Adult",513712
"642",2018-09-30,NA,"E10000003","Child",134525
"643",2018-09-30,NA,"E10000006","Adult",405751
"644",2018-09-30,NA,"E10000006","Child",92624
"645",2018-09-30,NA,"E10000007","Adult",638867
"646",2018-09-30,NA,"E10000007","Child",153099
"647",2018-09-30,NA,"E10000008","Adult",642451
"648",2018-09-30,NA,"E10000008","Child",144720
"649",2018-09-30,NA,"E10000009","Adult",347806
"650",2018-09-30,NA,"E10000009","Child",76861
"651",2018-09-30,NA,"E10000011","Adult",446214
"652",2018-09-30,NA,"E10000011","Child",106045
"653",2018-09-30,NA,"E10000012","Adult",1160149
"654",2018-09-30,NA,"E10000012","Child",308028
"655",2018-09-30,NA,"E10000013","Adult",501135
"656",2018-09-30,NA,"E10000013","Child",127004
"657",2018-09-30,NA,"E10000014","Adult",1087414
"658",2018-09-30,NA,"E10000014","Child",283314
"659",2018-09-30,NA,"E10000015","Adult",911638
"660",2018-09-30,NA,"E10000015","Child",269296
"661",2018-09-30,NA,"E10000016","Adult",1218546
"662",2018-09-30,NA,"E10000016","Child",336090
"663",2018-09-30,NA,"E10000017","Adult",953999
"664",2018-09-30,NA,"E10000017","Child",247856
"665",2018-09-30,NA,"E10000018","Adult",551802
"666",2018-09-30,NA,"E10000018","Child",138410
"667",2018-09-30,NA,"E10000019","Adult",606518
"668",2018-09-30,NA,"E10000019","Child",144653
"669",2018-09-30,NA,"E10000020","Adult",728365
"670",2018-09-30,NA,"E10000020","Child",170025
"671",2018-09-30,NA,"E10000021","Adult",573261
"672",2018-09-30,NA,"E10000021","Child",167948
"673",2018-09-30,NA,"E10000023","Adult",494037
"674",2018-09-30,NA,"E10000023","Child",117596
"675",2018-09-30,NA,"E10000024","Adult",652370
"676",2018-09-30,NA,"E10000024","Child",165481
"677",2018-09-30,NA,"E10000025","Adult",539000
"678",2018-09-30,NA,"E10000025","Child",143444
"679",2018-09-30,NA,"E10000027","Adult",445111
"680",2018-09-30,NA,"E10000027","Child",110084
"681",2018-09-30,NA,"E10000028","Adult",701890
"682",2018-09-30,NA,"E10000028","Child",168935
"683",2018-09-30,NA,"E10000029","Adult",604075
"684",2018-09-30,NA,"E10000029","Child",152903
"685",2018-09-30,NA,"E10000030","Adult",925016
"686",2018-09-30,NA,"E10000030","Child",260305
"687",2018-09-30,NA,"E10000031","Adult",450140
"688",2018-09-30,NA,"E10000031","Child",114422
"689",2018-09-30,NA,"E10000032","Adult",679072
"690",2018-09-30,NA,"E10000032","Child",173281
"691",2018-09-30,NA,"E10000034","Adult",471432
"692",2018-09-30,NA,"E10000034","Child",116938
"693",2018-12-31,"00C",NA,"Adult",83871
"694",2018-12-31,"00C",NA,"Child",22476
"695",2018-12-31,"00D",NA,"Adult",219954
"696",2018-12-31,"00D",NA,"Child",54607
"697",2018-12-31,"00J",NA,"Adult",203168
"698",2018-12-31,"00J",NA,"Child",45933
"699",2018-12-31,"00K",NA,"Adult",226206
"700",2018-12-31,"00K",NA,"Child",63300
"701",2018-12-31,"00L",NA,"Adult",260104
"702",2018-12-31,"00L",NA,"Child",58926
"703",2018-12-31,"00M",NA,"Adult",216729
"704",2018-12-31,"00M",NA,"Child",59915
"705",2018-12-31,"00N",NA,"Adult",119946
"706",2018-12-31,"00N",NA,"Child",29609
"707",2018-12-31,"00P",NA,"Adult",222805
"708",2018-12-31,"00P",NA,"Child",54444
"709",2018-12-31,"00Q",NA,"Adult",110115
"710",2018-12-31,"00Q",NA,"Child",38657
"711",2018-12-31,"00R",NA,"Adult",111110
"712",2018-12-31,"00R",NA,"Child",28760
"713",2018-12-31,"00T",NA,"Adult",217380
"714",2018-12-31,"00T",NA,"Child",67433
"715",2018-12-31,"00V",NA,"Adult",146515
"716",2018-12-31,"00V",NA,"Child",43113
"717",2018-12-31,"00X",NA,"Adult",139113
"718",2018-12-31,"00X",NA,"Child",36568
"719",2018-12-31,"00Y",NA,"Adult",174690
"720",2018-12-31,"00Y",NA,"Child",59069
"721",2018-12-31,"01A",NA,"Adult",292258
"722",2018-12-31,"01A",NA,"Child",84853
"723",2018-12-31,"01C",NA,"Adult",158327
"724",2018-12-31,"01C",NA,"Child",38858
"725",2018-12-31,"01D",NA,"Adult",166331
"726",2018-12-31,"01D",NA,"Child",52128
"727",2018-12-31,"01E",NA,"Adult",158876
"728",2018-12-31,"01E",NA,"Child",43108
"729",2018-12-31,"01F",NA,"Adult",99187
"730",2018-12-31,"01F",NA,"Child",28408
"731",2018-12-31,"01G",NA,"Adult",195675
"732",2018-12-31,"01G",NA,"Child",55657
"733",2018-12-31,"01H",NA,"Adult",258220
"734",2018-12-31,"01H",NA,"Child",60071
"735",2018-12-31,"01J",NA,"Adult",115630
"736",2018-12-31,"01J",NA,"Child",32930
"737",2018-12-31,"01K",NA,"Adult",268049
"738",2018-12-31,"01K",NA,"Child",60622
"739",2018-12-31,"01R",NA,"Adult",144685
"740",2018-12-31,"01R",NA,"Child",36976
"741",2018-12-31,"01T",NA,"Adult",126771
"742",2018-12-31,"01T",NA,"Child",31918
"743",2018-12-31,"01V",NA,"Adult",94304
"744",2018-12-31,"01V",NA,"Child",21596
"745",2018-12-31,"01W",NA,"Adult",228133
"746",2018-12-31,"01W",NA,"Child",62912
"747",2018-12-31,"01X",NA,"Adult",142687
"748",2018-12-31,"01X",NA,"Child",36644
"749",2018-12-31,"01Y",NA,"Adult",201046
"750",2018-12-31,"01Y",NA,"Child",56407
"751",2018-12-31,"02A",NA,"Adult",179851
"752",2018-12-31,"02A",NA,"Child",55642
"753",2018-12-31,"02D",NA,"Adult",82745
"754",2018-12-31,"02D",NA,"Child",22089
"755",2018-12-31,"02E",NA,"Adult",165058
"756",2018-12-31,"02E",NA,"Child",44646
"757",2018-12-31,"02F",NA,"Adult",187957
"758",2018-12-31,"02F",NA,"Child",45195
"759",2018-12-31,"02G",NA,"Adult",91835
"760",2018-12-31,"02G",NA,"Child",22046
"761",2018-12-31,"02H",NA,"Adult",256574
"762",2018-12-31,"02H",NA,"Child",68076
"763",2018-12-31,"02M",NA,"Adult",156493
"764",2018-12-31,"02M",NA,"Child",34218
"765",2018-12-31,"02N",NA,"Adult",125447
"766",2018-12-31,"02N",NA,"Child",34375
"767",2018-12-31,"02P",NA,"Adult",193156
"768",2018-12-31,"02P",NA,"Child",50185
"769",2018-12-31,"02Q",NA,"Adult",93149
"770",2018-12-31,"02Q",NA,"Child",23155
"771",2018-12-31,"02R",NA,"Adult",250415
"772",2018-12-31,"02R",NA,"Child",90109
"773",2018-12-31,"02T",NA,"Adult",163286
"774",2018-12-31,"02T",NA,"Child",46168
"775",2018-12-31,"02W",NA,"Adult",58519
"776",2018-12-31,"02W",NA,"Child",26439
"777",2018-12-31,"02X",NA,"Adult",243073
"778",2018-12-31,"02X",NA,"Child",65867
"779",2018-12-31,"02Y",NA,"Adult",257488
"780",2018-12-31,"02Y",NA,"Child",58615
"781",2018-12-31,"03A",NA,"Adult",192330
"782",2018-12-31,"03A",NA,"Child",52713
"783",2018-12-31,"03D",NA,"Adult",125380
"784",2018-12-31,"03D",NA,"Child",27784
"785",2018-12-31,"03E",NA,"Adult",127123
"786",2018-12-31,"03E",NA,"Child",32921
"787",2018-12-31,"03F",NA,"Adult",204219
"788",2018-12-31,"03F",NA,"Child",56454
"789",2018-12-31,"03H",NA,"Adult",125434
"790",2018-12-31,"03H",NA,"Child",34392
"791",2018-12-31,"03J",NA,"Adult",145000
"792",2018-12-31,"03J",NA,"Child",47102
"793",2018-12-31,"03K",NA,"Adult",135615
"794",2018-12-31,"03K",NA,"Child",35679
"795",2018-12-31,"03L",NA,"Adult",206428
"796",2018-12-31,"03L",NA,"Child",56947
"797",2018-12-31,"03M",NA,"Adult",91453
"798",2018-12-31,"03M",NA,"Child",20887
"799",2018-12-31,"03N",NA,"Adult",461086
"800",2018-12-31,"03N",NA,"Child",116703
"801",2018-12-31,"03Q",NA,"Adult",293374
"802",2018-12-31,"03Q",NA,"Child",66228
"803",2018-12-31,"03R",NA,"Adult",269151
"804",2018-12-31,"03R",NA,"Child",71639
"805",2018-12-31,"03T",NA,"Adult",192421
"806",2018-12-31,"03T",NA,"Child",43231
"807",2018-12-31,"03V",NA,"Adult",52615
"808",2018-12-31,"03V",NA,"Child",16925
"809",2018-12-31,"03W",NA,"Adult",265122
"810",2018-12-31,"03W",NA,"Child",67524
"811",2018-12-31,"04C",NA,"Adult",269762
"812",2018-12-31,"04C",NA,"Child",83778
"813",2018-12-31,"04D",NA,"Adult",193666
"814",2018-12-31,"04D",NA,"Child",45886
"815",2018-12-31,"04E",NA,"Adult",158326
"816",2018-12-31,"04E",NA,"Child",41567
"817",2018-12-31,"04F",NA,"Adult",204897
"818",2018-12-31,"04F",NA,"Child",68932
"819",2018-12-31,"04G",NA,"Adult",507687
"820",2018-12-31,"04G",NA,"Child",147160
"821",2018-12-31,"04H",NA,"Adult",96642
"822",2018-12-31,"04H",NA,"Child",24483
"823",2018-12-31,"04K",NA,"Adult",261270
"824",2018-12-31,"04K",NA,"Child",67939
"825",2018-12-31,"04L",NA,"Adult",121031
"826",2018-12-31,"04L",NA,"Child",30784
"827",2018-12-31,"04M",NA,"Adult",91198
"828",2018-12-31,"04M",NA,"Child",21520
"829",2018-12-31,"04N",NA,"Adult",92024
"830",2018-12-31,"04N",NA,"Child",23972
"831",2018-12-31,"04Q",NA,"Adult",100191
"832",2018-12-31,"04Q",NA,"Child",25952
"833",2018-12-31,"04V",NA,"Adult",318389
"834",2018-12-31,"04V",NA,"Child",78651
"835",2018-12-31,"04Y",NA,"Adult",108871
"836",2018-12-31,"04Y",NA,"Child",27035
"837",2018-12-31,"05A",NA,"Adult",365190
"838",2018-12-31,"05A",NA,"Child",101309
"839",2018-12-31,"05C",NA,"Adult",250608
"840",2018-12-31,"05C",NA,"Child",68811
"841",2018-12-31,"05D",NA,"Adult",99781
"842",2018-12-31,"05D",NA,"Child",27453
"843",2018-12-31,"05F",NA,"Adult",155108
"844",2018-12-31,"05F",NA,"Child",35933
"845",2018-12-31,"05G",NA,"Adult",178779
"846",2018-12-31,"05G",NA,"Child",40469
"847",2018-12-31,"05H",NA,"Adult",152526
"848",2018-12-31,"05H",NA,"Child",40202
"849",2018-12-31,"05J",NA,"Adult",144366
"850",2018-12-31,"05J",NA,"Child",38432
"851",2018-12-31,"05L",NA,"Adult",373108
"852",2018-12-31,"05L",NA,"Child",128152
"853",2018-12-31,"05N",NA,"Adult",257768
"854",2018-12-31,"05N",NA,"Child",59691
"855",2018-12-31,"05Q",NA,"Adult",182087
"856",2018-12-31,"05Q",NA,"Child",43637
"857",2018-12-31,"05R",NA,"Adult",214989
"858",2018-12-31,"05R",NA,"Child",50495
"859",2018-12-31,"05T",NA,"Adult",245762
"860",2018-12-31,"05T",NA,"Child",59095
"861",2018-12-31,"05V",NA,"Adult",125498
"862",2018-12-31,"05V",NA,"Child",29004
"863",2018-12-31,"05W",NA,"Adult",204981
"864",2018-12-31,"05W",NA,"Child",58608
"865",2018-12-31,"05X",NA,"Adult",135627
"866",2018-12-31,"05X",NA,"Child",40141
"867",2018-12-31,"05Y",NA,"Adult",214082
"868",2018-12-31,"05Y",NA,"Child",67211
"869",2018-12-31,"06A",NA,"Adult",199835
"870",2018-12-31,"06A",NA,"Child",60091
"871",2018-12-31,"06D",NA,"Adult",81304
"872",2018-12-31,"06D",NA,"Child",19411
"873",2018-12-31,"06F",NA,"Adult",349269
"874",2018-12-31,"06F",NA,"Child",100673
"875",2018-12-31,"06H",NA,"Adult",691009
"876",2018-12-31,"06H",NA,"Child",192560
"877",2018-12-31,"06K",NA,"Adult",442779
"878",2018-12-31,"06K",NA,"Child",124801
"879",2018-12-31,"06L",NA,"Adult",325389
"880",2018-12-31,"06L",NA,"Child",82771
"881",2018-12-31,"06M",NA,"Adult",174697
"882",2018-12-31,"06M",NA,"Child",42617
"883",2018-12-31,"06N",NA,"Adult",453426
"884",2018-12-31,"06N",NA,"Child",140332
"885",2018-12-31,"06P",NA,"Adult",157615
"886",2018-12-31,"06P",NA,"Child",57043
"887",2018-12-31,"06Q",NA,"Adult",309935
"888",2018-12-31,"06Q",NA,"Child",81911
"889",2018-12-31,"06T",NA,"Adult",268670
"890",2018-12-31,"06T",NA,"Child",66133
"891",2018-12-31,"06V",NA,"Adult",143310
"892",2018-12-31,"06V",NA,"Child",29589
"893",2018-12-31,"06W",NA,"Adult",176517
"894",2018-12-31,"06W",NA,"Child",40741
"895",2018-12-31,"06Y",NA,"Adult",186563
"896",2018-12-31,"06Y",NA,"Child",46363
"897",2018-12-31,"07G",NA,"Adult",127570
"898",2018-12-31,"07G",NA,"Child",42824
"899",2018-12-31,"07H",NA,"Adult",236463
"900",2018-12-31,"07H",NA,"Child",67988
"901",2018-12-31,"07J",NA,"Adult",142419
"902",2018-12-31,"07J",NA,"Child",33471
"903",2018-12-31,"07K",NA,"Adult",183545
"904",2018-12-31,"07K",NA,"Child",47376
"905",2018-12-31,"07L",NA,"Adult",147822
"906",2018-12-31,"07L",NA,"Child",62889
"907",2018-12-31,"07M",NA,"Adult",296301
"908",2018-12-31,"07M",NA,"Child",91502
"909",2018-12-31,"07N",NA,"Adult",189524
"910",2018-12-31,"07N",NA,"Child",56600
"911",2018-12-31,"07P",NA,"Adult",251539
"912",2018-12-31,"07P",NA,"Child",77563
"913",2018-12-31,"07Q",NA,"Adult",255350
"914",2018-12-31,"07Q",NA,"Child",74041
"915",2018-12-31,"07R",NA,"Adult",204188
"916",2018-12-31,"07R",NA,"Child",49173
"917",2018-12-31,"07T",NA,"Adult",219281
"918",2018-12-31,"07T",NA,"Child",64302
"919",2018-12-31,"07V",NA,"Adult",290062
"920",2018-12-31,"07V",NA,"Child",94775
"921",2018-12-31,"07W",NA,"Adult",260852
"922",2018-12-31,"07W",NA,"Child",81884
"923",2018-12-31,"07X",NA,"Adult",248494
"924",2018-12-31,"07X",NA,"Child",84211
"925",2018-12-31,"07Y",NA,"Adult",205172
"926",2018-12-31,"07Y",NA,"Child",63928
"927",2018-12-31,"08A",NA,"Adult",214587
"928",2018-12-31,"08A",NA,"Child",68262
"929",2018-12-31,"08C",NA,"Adult",147070
"930",2018-12-31,"08C",NA,"Child",35928
"931",2018-12-31,"08D",NA,"Adult",210599
"932",2018-12-31,"08D",NA,"Child",60625
"933",2018-12-31,"08E",NA,"Adult",191055
"934",2018-12-31,"08E",NA,"Child",57825
"935",2018-12-31,"08F",NA,"Adult",199368
"936",2018-12-31,"08F",NA,"Child",56671
"937",2018-12-31,"08G",NA,"Adult",229597
"938",2018-12-31,"08G",NA,"Child",72746
"939",2018-12-31,"08H",NA,"Adult",193584
"940",2018-12-31,"08H",NA,"Child",41416
"941",2018-12-31,"08J",NA,"Adult",136000
"942",2018-12-31,"08J",NA,"Child",38609
"943",2018-12-31,"08K",NA,"Adult",261416
"944",2018-12-31,"08K",NA,"Child",62632
"945",2018-12-31,"08L",NA,"Adult",233035
"946",2018-12-31,"08L",NA,"Child",68272
"947",2018-12-31,"08M",NA,"Adult",262241
"948",2018-12-31,"08M",NA,"Child",85755
"949",2018-12-31,"08N",NA,"Adult",225877
"950",2018-12-31,"08N",NA,"Child",75908
"951",2018-12-31,"08P",NA,"Adult",150558
"952",2018-12-31,"08P",NA,"Child",45122
"953",2018-12-31,"08Q",NA,"Adult",249846
"954",2018-12-31,"08Q",NA,"Child",64386
"955",2018-12-31,"08R",NA,"Adult",159050
"956",2018-12-31,"08R",NA,"Child",47002
"957",2018-12-31,"08T",NA,"Adult",155774
"958",2018-12-31,"08T",NA,"Child",47469
"959",2018-12-31,"08V",NA,"Adult",239561
"960",2018-12-31,"08V",NA,"Child",68403
"961",2018-12-31,"08W",NA,"Adult",208704
"962",2018-12-31,"08W",NA,"Child",66801
"963",2018-12-31,"08X",NA,"Adult",260238
"964",2018-12-31,"08X",NA,"Child",63019
"965",2018-12-31,"08Y",NA,"Adult",181014
"966",2018-12-31,"08Y",NA,"Child",42043
"967",2018-12-31,"09A",NA,"Adult",145883
"968",2018-12-31,"09A",NA,"Child",31597
"969",2018-12-31,"09C",NA,"Adult",98127
"970",2018-12-31,"09C",NA,"Child",29400
"971",2018-12-31,"09D",NA,"Adult",237174
"972",2018-12-31,"09D",NA,"Child",50981
"973",2018-12-31,"09E",NA,"Adult",173471
"974",2018-12-31,"09E",NA,"Child",38997
"975",2018-12-31,"09F",NA,"Adult",154921
"976",2018-12-31,"09F",NA,"Child",35740
"977",2018-12-31,"09G",NA,"Adult",409875
"978",2018-12-31,"09G",NA,"Child",94701
"979",2018-12-31,"09H",NA,"Adult",84702
"980",2018-12-31,"09H",NA,"Child",26962
"981",2018-12-31,"09J",NA,"Adult",201806
"982",2018-12-31,"09J",NA,"Child",60168
"983",2018-12-31,"09L",NA,"Adult",142784
"984",2018-12-31,"09L",NA,"Child",41950
"985",2018-12-31,"09N",NA,"Adult",165073
"986",2018-12-31,"09N",NA,"Child",43729
"987",2018-12-31,"09P",NA,"Adult",152352
"988",2018-12-31,"09P",NA,"Child",35458
"989",2018-12-31,"09W",NA,"Adult",213673
"990",2018-12-31,"09W",NA,"Child",63943
"991",2018-12-31,"09X",NA,"Adult",184495
"992",2018-12-31,"09X",NA,"Child",51618
"993",2018-12-31,"09Y",NA,"Adult",270328
"994",2018-12-31,"09Y",NA,"Child",77419
"995",2018-12-31,"10A",NA,"Adult",168542
"996",2018-12-31,"10A",NA,"Child",40759
"997",2018-12-31,"10C",NA,"Adult",76043
"998",2018-12-31,"10C",NA,"Child",20584
"999",2018-12-31,"10D",NA,"Adult",89485
"1000",2018-12-31,"10D",NA,"Child",26770
"1001",2018-12-31,"10E",NA,"Adult",111508
"1002",2018-12-31,"10E",NA,"Child",29829
"1003",2018-12-31,"10J",NA,"Adult",174102
"1004",2018-12-31,"10J",NA,"Child",49141
"1005",2018-12-31,"10K",NA,"Adult",161451
"1006",2018-12-31,"10K",NA,"Child",40277
"1007",2018-12-31,"10L",NA,"Adult",115929
"1008",2018-12-31,"10L",NA,"Child",25055
"1009",2018-12-31,"10Q",NA,"Adult",527490
"1010",2018-12-31,"10Q",NA,"Child",140123
"1011",2018-12-31,"10R",NA,"Adult",170526
"1012",2018-12-31,"10R",NA,"Child",44192
"1013",2018-12-31,"10V",NA,"Adult",171334
"1014",2018-12-31,"10V",NA,"Child",43315
"1015",2018-12-31,"10X",NA,"Adult",202054
"1016",2018-12-31,"10X",NA,"Child",50305
"1017",2018-12-31,"11A",NA,"Adult",450259
"1018",2018-12-31,"11A",NA,"Child",113262
"1019",2018-12-31,"11E",NA,"Adult",153120
"1020",2018-12-31,"11E",NA,"Child",35558
"1021",2018-12-31,"11J",NA,"Adult",627657
"1022",2018-12-31,"11J",NA,"Child",143032
"1023",2018-12-31,"11M",NA,"Adult",501135
"1024",2018-12-31,"11M",NA,"Child",127004
"1025",2018-12-31,"11N",NA,"Adult",456199
"1026",2018-12-31,"11N",NA,"Child",107409
"1027",2018-12-31,"11X",NA,"Adult",445111
"1028",2018-12-31,"11X",NA,"Child",110084
"1029",2018-12-31,"12D",NA,"Adult",174924
"1030",2018-12-31,"12D",NA,"Child",51442
"1031",2018-12-31,"12F",NA,"Adult",255090
"1032",2018-12-31,"12F",NA,"Child",67706
"1033",2018-12-31,"13T",NA,"Adult",400937
"1034",2018-12-31,"13T",NA,"Child",97324
"1035",2018-12-31,"14L",NA,"Adult",424319
"1036",2018-12-31,"14L",NA,"Child",121182
"1037",2018-12-31,"14Y",NA,"Adult",414845
"1038",2018-12-31,"14Y",NA,"Child",123593
"1039",2018-12-31,"15A",NA,"Adult",374943
"1040",2018-12-31,"15A",NA,"Child",111585
"1041",2018-12-31,"15C",NA,"Adult",755798
"1042",2018-12-31,"15C",NA,"Child",195315
"1043",2018-12-31,"15D",NA,"Adult",325279
"1044",2018-12-31,"15D",NA,"Child",106126
"1045",2018-12-31,"15E",NA,"Adult",887532
"1046",2018-12-31,"15E",NA,"Child",287724
"1047",2018-12-31,"15F",NA,"Adult",618578
"1048",2018-12-31,"15F",NA,"Child",166268
"1049",2018-12-31,"15M",NA,"Adult",809659
"1050",2018-12-31,"15M",NA,"Child",206007
"1051",2018-12-31,"15N",NA,"Adult",962934
"1052",2018-12-31,"15N",NA,"Child",222554
"1053",2018-12-31,"99A",NA,"Adult",397993
"1054",2018-12-31,"99A",NA,"Child",93556
"1055",2018-12-31,"99C",NA,"Adult",163596
"1056",2018-12-31,"99C",NA,"Child",40877
"1057",2018-12-31,"99D",NA,"Adult",120240
"1058",2018-12-31,"99D",NA,"Child",29584
"1059",2018-12-31,"99E",NA,"Adult",202770
"1060",2018-12-31,"99E",NA,"Child",58284
"1061",2018-12-31,"99F",NA,"Adult",142311
"1062",2018-12-31,"99F",NA,"Child",33712
"1063",2018-12-31,"99G",NA,"Adult",142693
"1064",2018-12-31,"99G",NA,"Child",39115
"1065",2018-12-31,"99H",NA,"Adult",226371
"1066",2018-12-31,"99H",NA,"Child",65174
"1067",2018-12-31,"99J",NA,"Adult",375607
